Time_interval,Subject,Problem_ID,Session,Activity
540.0,279.0,1.0,4.0,0.0
555.0,279.0,1.0,4.0,0.0
570.0,279.0,1.0,4.0,0.0
585.0,279.0,1.0,4.0,0.0
600.0,279.0,1.0,4.0,0.0
615.0,279.0,1.0,4.0,0.0
630.0,279.0,1.0,4.0,0.0
645.0,279.0,1.0,4.0,0.0
660.0,279.0,1.0,4.0,0.0
675.0,279.0,1.0,4.0,0.0
690.0,279.0,1.0,4.0,0.0
705.0,279.0,1.0,4.0,0.0
15.0,278.0,1.0,4.0,11.0
30.0,278.0,1.0,4.0,8.0
45.0,278.0,1.0,4.0,4.0
60.0,278.0,1.0,4.0,4.0
75.0,278.0,1.0,4.0,3.0
90.0,278.0,1.0,4.0,0.0
105.0,278.0,1.0,4.0,2.0
120.0,278.0,1.0,4.0,5.0
135.0,278.0,1.0,4.0,6.0
150.0,278.0,1.0,4.0,3.0
165.0,278.0,1.0,4.0,4.0
180.0,278.0,1.0,4.0,0.0
195.0,278.0,1.0,4.0,7.0
210.0,278.0,1.0,4.0,0.0
225.0,278.0,1.0,4.0,0.0
240.0,278.0,1.0,4.0,0.0
255.0,278.0,1.0,4.0,0.0
270.0,278.0,1.0,4.0,0.0
285.0,278.0,1.0,4.0,0.0
300.0,278.0,1.0,4.0,0.0
315.0,278.0,1.0,4.0,0.0
330.0,278.0,1.0,4.0,0.0
345.0,278.0,1.0,4.0,0.0
360.0,278.0,1.0,4.0,0.0
375.0,278.0,1.0,4.0,0.0
390.0,278.0,1.0,4.0,0.0
405.0,278.0,1.0,4.0,0.0
420.0,278.0,1.0,4.0,0.0
435.0,278.0,1.0,4.0,0.0
450.0,278.0,1.0,4.0,0.0
465.0,278.0,1.0,4.0,0.0
480.0,278.0,1.0,4.0,0.0
495.0,278.0,1.0,4.0,0.0
510.0,278.0,1.0,4.0,0.0
525.0,278.0,1.0,4.0,0.0
540.0,278.0,1.0,4.0,0.0
555.0,278.0,1.0,4.0,0.0
570.0,278.0,1.0,4.0,0.0
585.0,278.0,1.0,4.0,0.0
600.0,278.0,1.0,4.0,0.0
615.0,278.0,1.0,4.0,0.0
630.0,278.0,1.0,4.0,0.0
645.0,278.0,1.0,4.0,0.0
660.0,278.0,1.0,4.0,0.0
675.0,278.0,1.0,4.0,0.0
690.0,278.0,1.0,4.0,0.0
705.0,278.0,1.0,4.0,0.0
15.0,276.0,1.0,4.0,2.0
30.0,276.0,1.0,4.0,7.0
45.0,276.0,1.0,4.0,8.0
60.0,276.0,1.0,4.0,8.0
75.0,276.0,1.0,4.0,0.0
90.0,276.0,1.0,4.0,0.0
105.0,276.0,1.0,4.0,0.0
120.0,276.0,1.0,4.0,0.0
135.0,276.0,1.0,4.0,0.0
150.0,276.0,1.0,4.0,0.0
165.0,276.0,1.0,4.0,0.0
180.0,276.0,1.0,4.0,0.0
195.0,276.0,1.0,4.0,0.0
210.0,276.0,1.0,4.0,0.0
225.0,276.0,1.0,4.0,0.0
240.0,276.0,1.0,4.0,0.0
255.0,276.0,1.0,4.0,0.0
270.0,276.0,1.0,4.0,0.0
285.0,276.0,1.0,4.0,0.0
300.0,276.0,1.0,4.0,0.0
315.0,276.0,1.0,4.0,0.0
330.0,276.0,1.0,4.0,0.0
345.0,276.0,1.0,4.0,0.0
360.0,276.0,1.0,4.0,0.0
375.0,276.0,1.0,4.0,0.0
390.0,276.0,1.0,4.0,0.0
405.0,276.0,1.0,4.0,0.0
420.0,276.0,1.0,4.0,0.0
435.0,276.0,1.0,4.0,0.0
450.0,276.0,1.0,4.0,0.0
465.0,276.0,1.0,4.0,0.0
480.0,276.0,1.0,4.0,0.0
495.0,276.0,1.0,4.0,0.0
510.0,276.0,1.0,4.0,0.0
525.0,276.0,1.0,4.0,0.0
540.0,276.0,1.0,4.0,0.0
555.0,276.0,1.0,4.0,0.0
570.0,276.0,1.0,4.0,0.0
585.0,276.0,1.0,4.0,0.0
600.0,276.0,1.0,4.0,0.0
615.0,276.0,1.0,4.0,0.0
630.0,276.0,1.0,4.0,0.0
645.0,276.0,1.0,4.0,0.0
660.0,276.0,1.0,4.0,0.0
675.0,276.0,1.0,4.0,0.0
690.0,276.0,1.0,4.0,0.0
705.0,276.0,1.0,4.0,0.0
15.0,263.0,1.0,4.0,32.0
30.0,263.0,1.0,4.0,20.0
45.0,263.0,1.0,4.0,10.0
60.0,263.0,1.0,4.0,13.0
75.0,263.0,1.0,4.0,22.0
90.0,263.0,1.0,4.0,1.0
105.0,263.0,1.0,4.0,0.0
120.0,263.0,1.0,4.0,7.0
135.0,263.0,1.0,4.0,0.0
150.0,263.0,1.0,4.0,0.0
165.0,263.0,1.0,4.0,0.0
180.0,263.0,1.0,4.0,0.0
195.0,263.0,1.0,4.0,0.0
210.0,263.0,1.0,4.0,0.0
225.0,263.0,1.0,4.0,0.0
240.0,263.0,1.0,4.0,0.0
255.0,263.0,1.0,4.0,0.0
270.0,263.0,1.0,4.0,0.0
285.0,263.0,1.0,4.0,0.0
300.0,263.0,1.0,4.0,0.0
315.0,263.0,1.0,4.0,0.0
330.0,263.0,1.0,4.0,0.0
345.0,263.0,1.0,4.0,0.0
360.0,263.0,1.0,4.0,0.0
375.0,263.0,1.0,4.0,0.0
390.0,263.0,1.0,4.0,0.0
405.0,263.0,1.0,4.0,0.0
420.0,263.0,1.0,4.0,0.0
435.0,263.0,1.0,4.0,0.0
450.0,263.0,1.0,4.0,0.0
465.0,263.0,1.0,4.0,0.0
480.0,263.0,1.0,4.0,0.0
495.0,263.0,1.0,4.0,0.0
510.0,263.0,1.0,4.0,0.0
525.0,263.0,1.0,4.0,0.0
540.0,263.0,1.0,4.0,0.0
555.0,263.0,1.0,4.0,0.0
570.0,263.0,1.0,4.0,0.0
585.0,263.0,1.0,4.0,0.0
600.0,263.0,1.0,4.0,0.0
615.0,263.0,1.0,4.0,0.0
630.0,263.0,1.0,4.0,0.0
645.0,263.0,1.0,4.0,0.0
660.0,263.0,1.0,4.0,0.0
675.0,263.0,1.0,4.0,0.0
690.0,263.0,1.0,4.0,0.0
705.0,263.0,1.0,4.0,0.0
15.0,277.0,1.0,4.0,NaN
30.0,277.0,1.0,4.0,NaN
45.0,277.0,1.0,4.0,NaN
60.0,277.0,1.0,4.0,NaN
75.0,277.0,1.0,4.0,NaN
90.0,277.0,1.0,4.0,NaN
105.0,277.0,1.0,4.0,NaN
120.0,277.0,1.0,4.0,NaN
135.0,277.0,1.0,4.0,NaN
150.0,277.0,1.0,4.0,NaN
165.0,277.0,1.0,4.0,NaN
180.0,277.0,1.0,4.0,NaN
195.0,277.0,1.0,4.0,NaN
210.0,277.0,1.0,4.0,NaN
225.0,277.0,1.0,4.0,NaN
240.0,277.0,1.0,4.0,NaN
255.0,277.0,1.0,4.0,NaN
270.0,277.0,1.0,4.0,NaN
285.0,277.0,1.0,4.0,NaN
300.0,277.0,1.0,4.0,NaN
315.0,277.0,1.0,4.0,NaN
330.0,277.0,1.0,4.0,NaN
345.0,277.0,1.0,4.0,NaN
360.0,277.0,1.0,4.0,NaN
375.0,277.0,1.0,4.0,NaN
390.0,277.0,1.0,4.0,NaN
405.0,277.0,1.0,4.0,NaN
420.0,277.0,1.0,4.0,NaN
435.0,277.0,1.0,4.0,NaN
450.0,277.0,1.0,4.0,NaN
465.0,277.0,1.0,4.0,NaN
480.0,277.0,1.0,4.0,NaN
495.0,277.0,1.0,4.0,NaN
510.0,277.0,1.0,4.0,NaN
525.0,277.0,1.0,4.0,NaN
540.0,277.0,1.0,4.0,NaN
555.0,277.0,1.0,4.0,NaN
570.0,277.0,1.0,4.0,NaN
585.0,277.0,1.0,4.0,NaN
600.0,277.0,1.0,4.0,NaN
615.0,277.0,1.0,4.0,NaN
630.0,277.0,1.0,4.0,NaN
645.0,277.0,1.0,4.0,NaN
660.0,277.0,1.0,4.0,NaN
675.0,277.0,1.0,4.0,NaN
690.0,277.0,1.0,4.0,NaN
705.0,277.0,1.0,4.0,NaN
15.0,261.0,1.0,4.0,NaN
30.0,261.0,1.0,4.0,NaN
45.0,261.0,1.0,4.0,NaN
60.0,261.0,1.0,4.0,NaN
75.0,261.0,1.0,4.0,NaN
90.0,261.0,1.0,4.0,NaN
105.0,261.0,1.0,4.0,NaN
120.0,261.0,1.0,4.0,NaN
135.0,261.0,1.0,4.0,NaN
150.0,261.0,1.0,4.0,NaN
165.0,261.0,1.0,4.0,NaN
180.0,261.0,1.0,4.0,NaN
195.0,261.0,1.0,4.0,NaN
210.0,261.0,1.0,4.0,NaN
225.0,261.0,1.0,4.0,NaN
240.0,261.0,1.0,4.0,NaN
255.0,261.0,1.0,4.0,NaN
270.0,261.0,1.0,4.0,NaN
285.0,261.0,1.0,4.0,NaN
300.0,261.0,1.0,4.0,NaN
315.0,261.0,1.0,4.0,NaN
330.0,261.0,1.0,4.0,NaN
345.0,261.0,1.0,4.0,NaN
360.0,261.0,1.0,4.0,NaN
375.0,261.0,1.0,4.0,NaN
390.0,261.0,1.0,4.0,NaN
405.0,261.0,1.0,4.0,NaN
420.0,261.0,1.0,4.0,NaN
435.0,261.0,1.0,4.0,NaN
450.0,261.0,1.0,4.0,NaN
465.0,261.0,1.0,4.0,NaN
480.0,261.0,1.0,4.0,NaN
495.0,261.0,1.0,4.0,NaN
510.0,261.0,1.0,4.0,NaN
525.0,261.0,1.0,4.0,NaN
540.0,261.0,1.0,4.0,NaN
555.0,261.0,1.0,4.0,NaN
570.0,261.0,1.0,4.0,NaN
585.0,261.0,1.0,4.0,NaN
600.0,261.0,1.0,4.0,NaN
615.0,261.0,1.0,4.0,NaN
630.0,261.0,1.0,4.0,NaN
645.0,261.0,1.0,4.0,NaN
660.0,261.0,1.0,4.0,NaN
675.0,261.0,1.0,4.0,NaN
690.0,261.0,1.0,4.0,NaN
705.0,261.0,1.0,4.0,NaN
15.0,275.0,1.0,4.0,20.0
30.0,275.0,1.0,4.0,28.0
45.0,275.0,1.0,4.0,10.0
60.0,275.0,1.0,4.0,0.0
75.0,275.0,1.0,4.0,0.0
90.0,275.0,1.0,4.0,0.0
105.0,275.0,1.0,4.0,0.0
120.0,275.0,1.0,4.0,0.0
135.0,275.0,1.0,4.0,0.0
150.0,275.0,1.0,4.0,0.0
165.0,275.0,1.0,4.0,5.0
180.0,275.0,1.0,4.0,12.0
195.0,275.0,1.0,4.0,11.0
210.0,275.0,1.0,4.0,12.0
225.0,275.0,1.0,4.0,0.0
240.0,275.0,1.0,4.0,0.0
255.0,275.0,1.0,4.0,0.0
270.0,275.0,1.0,4.0,0.0
285.0,275.0,1.0,4.0,0.0
300.0,275.0,1.0,4.0,0.0
315.0,275.0,1.0,4.0,0.0
330.0,275.0,1.0,4.0,0.0
345.0,275.0,1.0,4.0,0.0
360.0,275.0,1.0,4.0,0.0
375.0,275.0,1.0,4.0,0.0
390.0,275.0,1.0,4.0,0.0
405.0,275.0,1.0,4.0,0.0
420.0,275.0,1.0,4.0,0.0
435.0,275.0,1.0,4.0,0.0
450.0,275.0,1.0,4.0,0.0
465.0,275.0,1.0,4.0,0.0
480.0,275.0,1.0,4.0,0.0
495.0,275.0,1.0,4.0,0.0
510.0,275.0,1.0,4.0,0.0
525.0,275.0,1.0,4.0,0.0
540.0,275.0,1.0,4.0,0.0
555.0,275.0,1.0,4.0,0.0
570.0,275.0,1.0,4.0,0.0
585.0,275.0,1.0,4.0,0.0
600.0,275.0,1.0,4.0,0.0
615.0,275.0,1.0,4.0,0.0
630.0,275.0,1.0,4.0,0.0
645.0,275.0,1.0,4.0,0.0
660.0,275.0,1.0,4.0,0.0
675.0,275.0,1.0,4.0,0.0
690.0,275.0,1.0,4.0,0.0
705.0,275.0,1.0,4.0,0.0
15.0,260.0,1.0,4.0,24.0
30.0,260.0,1.0,4.0,11.0
45.0,260.0,1.0,4.0,13.0
60.0,260.0,1.0,4.0,10.0
75.0,260.0,1.0,4.0,8.0
90.0,260.0,1.0,4.0,8.0
105.0,260.0,1.0,4.0,4.0
120.0,260.0,1.0,4.0,0.0
135.0,260.0,1.0,4.0,0.0
150.0,260.0,1.0,4.0,0.0
165.0,260.0,1.0,4.0,0.0
180.0,260.0,1.0,4.0,0.0
195.0,260.0,1.0,4.0,0.0
210.0,260.0,1.0,4.0,0.0
225.0,260.0,1.0,4.0,0.0
240.0,260.0,1.0,4.0,0.0
255.0,260.0,1.0,4.0,0.0
270.0,260.0,1.0,4.0,0.0
285.0,260.0,1.0,4.0,0.0
300.0,260.0,1.0,4.0,0.0
315.0,260.0,1.0,4.0,0.0
330.0,260.0,1.0,4.0,0.0
345.0,260.0,1.0,4.0,0.0
360.0,260.0,1.0,4.0,0.0
375.0,260.0,1.0,4.0,0.0
390.0,260.0,1.0,4.0,0.0
405.0,260.0,1.0,4.0,0.0
420.0,260.0,1.0,4.0,0.0
435.0,260.0,1.0,4.0,0.0
450.0,260.0,1.0,4.0,0.0
465.0,260.0,1.0,4.0,0.0
480.0,260.0,1.0,4.0,0.0
495.0,260.0,1.0,4.0,0.0
510.0,260.0,1.0,4.0,0.0
525.0,260.0,1.0,4.0,0.0
540.0,260.0,1.0,4.0,0.0
555.0,260.0,1.0,4.0,0.0
570.0,260.0,1.0,4.0,0.0
585.0,260.0,1.0,4.0,0.0
600.0,260.0,1.0,4.0,0.0
615.0,260.0,1.0,4.0,0.0
630.0,260.0,1.0,4.0,0.0
645.0,260.0,1.0,4.0,0.0
660.0,260.0,1.0,4.0,0.0
675.0,260.0,1.0,4.0,0.0
690.0,260.0,1.0,4.0,0.0
705.0,260.0,1.0,4.0,0.0
15.0,258.0,1.0,4.0,7.0
30.0,258.0,1.0,4.0,6.0
45.0,258.0,1.0,4.0,1.0
60.0,258.0,1.0,4.0,5.0
75.0,258.0,1.0,4.0,2.0
90.0,258.0,1.0,4.0,2.0
105.0,258.0,1.0,4.0,5.0
120.0,258.0,1.0,4.0,5.0
135.0,258.0,1.0,4.0,0.0
150.0,258.0,1.0,4.0,0.0
165.0,258.0,1.0,4.0,0.0
180.0,258.0,1.0,4.0,0.0
195.0,258.0,1.0,4.0,0.0
210.0,258.0,1.0,4.0,0.0
225.0,258.0,1.0,4.0,0.0
240.0,258.0,1.0,4.0,0.0
255.0,258.0,1.0,4.0,0.0
270.0,258.0,1.0,4.0,0.0
285.0,258.0,1.0,4.0,0.0
300.0,258.0,1.0,4.0,0.0
315.0,258.0,1.0,4.0,0.0
330.0,258.0,1.0,4.0,0.0
345.0,258.0,1.0,4.0,0.0
360.0,258.0,1.0,4.0,0.0
375.0,258.0,1.0,4.0,0.0
390.0,258.0,1.0,4.0,0.0
405.0,258.0,1.0,4.0,0.0
420.0,258.0,1.0,4.0,0.0
435.0,258.0,1.0,4.0,0.0
450.0,258.0,1.0,4.0,0.0
465.0,258.0,1.0,4.0,0.0
480.0,258.0,1.0,4.0,0.0
495.0,258.0,1.0,4.0,0.0
510.0,258.0,1.0,4.0,0.0
525.0,258.0,1.0,4.0,0.0
540.0,258.0,1.0,4.0,0.0
555.0,258.0,1.0,4.0,0.0
570.0,258.0,1.0,4.0,0.0
585.0,258.0,1.0,4.0,0.0
600.0,258.0,1.0,4.0,0.0
615.0,258.0,1.0,4.0,0.0
630.0,258.0,1.0,4.0,0.0
645.0,258.0,1.0,4.0,0.0
660.0,258.0,1.0,4.0,0.0
675.0,258.0,1.0,4.0,0.0
690.0,258.0,1.0,4.0,0.0
705.0,258.0,1.0,4.0,0.0
15.0,264.0,1.0,4.0,7.0
30.0,264.0,1.0,4.0,14.0
45.0,264.0,1.0,4.0,0.0
60.0,264.0,1.0,4.0,0.0
75.0,264.0,1.0,4.0,0.0
90.0,264.0,1.0,4.0,0.0
105.0,264.0,1.0,4.0,0.0
120.0,264.0,1.0,4.0,1.0
135.0,264.0,1.0,4.0,2.0
150.0,264.0,1.0,4.0,2.0
165.0,264.0,1.0,4.0,1.0
180.0,264.0,1.0,4.0,5.0
195.0,264.0,1.0,4.0,0.0
210.0,264.0,1.0,4.0,0.0
225.0,264.0,1.0,4.0,0.0
240.0,264.0,1.0,4.0,0.0
255.0,264.0,1.0,4.0,0.0
270.0,264.0,1.0,4.0,0.0
285.0,264.0,1.0,4.0,0.0
300.0,264.0,1.0,4.0,0.0
315.0,264.0,1.0,4.0,0.0
330.0,264.0,1.0,4.0,0.0
345.0,264.0,1.0,4.0,0.0
360.0,264.0,1.0,4.0,0.0
375.0,264.0,1.0,4.0,0.0
390.0,264.0,1.0,4.0,0.0
405.0,264.0,1.0,4.0,0.0
420.0,264.0,1.0,4.0,0.0
435.0,264.0,1.0,4.0,0.0
450.0,264.0,1.0,4.0,0.0
465.0,264.0,1.0,4.0,4.0
480.0,264.0,1.0,4.0,0.0
495.0,264.0,1.0,4.0,0.0
510.0,264.0,1.0,4.0,0.0
525.0,264.0,1.0,4.0,0.0
540.0,264.0,1.0,4.0,0.0
555.0,264.0,1.0,4.0,0.0
570.0,264.0,1.0,4.0,0.0
585.0,264.0,1.0,4.0,0.0
600.0,264.0,1.0,4.0,0.0
615.0,264.0,1.0,4.0,0.0
630.0,264.0,1.0,4.0,0.0
645.0,264.0,1.0,4.0,0.0
660.0,264.0,1.0,4.0,0.0
675.0,264.0,1.0,4.0,0.0
690.0,264.0,1.0,4.0,0.0
705.0,264.0,1.0,4.0,0.0
15.0,270.0,1.0,4.0,17.0
30.0,270.0,1.0,4.0,2.0
45.0,270.0,1.0,4.0,7.0
60.0,270.0,1.0,4.0,8.0
75.0,270.0,1.0,4.0,4.0
90.0,270.0,1.0,4.0,2.0
105.0,270.0,1.0,4.0,4.0
120.0,270.0,1.0,4.0,4.0
135.0,270.0,1.0,4.0,5.0
150.0,270.0,1.0,4.0,5.0
165.0,270.0,1.0,4.0,8.0
180.0,270.0,1.0,4.0,6.0
195.0,270.0,1.0,4.0,5.0
210.0,270.0,1.0,4.0,2.0
225.0,270.0,1.0,4.0,0.0
240.0,270.0,1.0,4.0,0.0
255.0,270.0,1.0,4.0,0.0
270.0,270.0,1.0,4.0,0.0
285.0,270.0,1.0,4.0,0.0
300.0,270.0,1.0,4.0,0.0
315.0,270.0,1.0,4.0,0.0
330.0,270.0,1.0,4.0,0.0
345.0,270.0,1.0,4.0,0.0
360.0,270.0,1.0,4.0,0.0
375.0,270.0,1.0,4.0,0.0
390.0,270.0,1.0,4.0,0.0
405.0,270.0,1.0,4.0,0.0
420.0,270.0,1.0,4.0,0.0
435.0,270.0,1.0,4.0,0.0
450.0,270.0,1.0,4.0,0.0
465.0,270.0,1.0,4.0,0.0
480.0,270.0,1.0,4.0,0.0
495.0,270.0,1.0,4.0,0.0
510.0,270.0,1.0,4.0,0.0
525.0,270.0,1.0,4.0,0.0
540.0,270.0,1.0,4.0,0.0
555.0,270.0,1.0,4.0,0.0
570.0,270.0,1.0,4.0,0.0
585.0,270.0,1.0,4.0,0.0
600.0,270.0,1.0,4.0,0.0
615.0,270.0,1.0,4.0,0.0
630.0,270.0,1.0,4.0,0.0
645.0,270.0,1.0,4.0,0.0
660.0,270.0,1.0,4.0,0.0
675.0,270.0,1.0,4.0,0.0
690.0,270.0,1.0,4.0,0.0
705.0,270.0,1.0,4.0,0.0
15.0,271.0,1.0,4.0,17.0
30.0,271.0,1.0,4.0,4.0
45.0,271.0,1.0,4.0,5.0
60.0,271.0,1.0,4.0,4.0
75.0,271.0,1.0,4.0,2.0
90.0,271.0,1.0,4.0,3.0
105.0,271.0,1.0,4.0,0.0
120.0,271.0,1.0,4.0,0.0
135.0,271.0,1.0,4.0,0.0
150.0,271.0,1.0,4.0,0.0
165.0,271.0,1.0,4.0,4.0
180.0,271.0,1.0,4.0,4.0
195.0,271.0,1.0,4.0,0.0
210.0,271.0,1.0,4.0,4.0
225.0,271.0,1.0,4.0,0.0
240.0,271.0,1.0,4.0,0.0
255.0,271.0,1.0,4.0,8.0
270.0,271.0,1.0,4.0,4.0
285.0,271.0,1.0,4.0,0.0
300.0,271.0,1.0,4.0,0.0
315.0,271.0,1.0,4.0,1.0
330.0,271.0,1.0,4.0,0.0
345.0,271.0,1.0,4.0,0.0
360.0,271.0,1.0,4.0,0.0
375.0,271.0,1.0,4.0,0.0
390.0,271.0,1.0,4.0,0.0
405.0,271.0,1.0,4.0,0.0
420.0,271.0,1.0,4.0,0.0
435.0,271.0,1.0,4.0,0.0
450.0,271.0,1.0,4.0,0.0
465.0,271.0,1.0,4.0,0.0
480.0,271.0,1.0,4.0,0.0
495.0,271.0,1.0,4.0,0.0
510.0,271.0,1.0,4.0,0.0
525.0,271.0,1.0,4.0,0.0
540.0,271.0,1.0,4.0,0.0
555.0,271.0,1.0,4.0,0.0
570.0,271.0,1.0,4.0,0.0
585.0,271.0,1.0,4.0,0.0
600.0,271.0,1.0,4.0,0.0
615.0,271.0,1.0,4.0,0.0
630.0,271.0,1.0,4.0,0.0
645.0,271.0,1.0,4.0,0.0
660.0,271.0,1.0,4.0,0.0
675.0,271.0,1.0,4.0,0.0
690.0,271.0,1.0,4.0,0.0
705.0,271.0,1.0,4.0,0.0
15.0,265.0,1.0,4.0,NaN
30.0,265.0,1.0,4.0,NaN
45.0,265.0,1.0,4.0,NaN
60.0,265.0,1.0,4.0,NaN
75.0,265.0,1.0,4.0,NaN
90.0,265.0,1.0,4.0,NaN
105.0,265.0,1.0,4.0,NaN
120.0,265.0,1.0,4.0,NaN
135.0,265.0,1.0,4.0,NaN
150.0,265.0,1.0,4.0,NaN
165.0,265.0,1.0,4.0,NaN
180.0,265.0,1.0,4.0,NaN
195.0,265.0,1.0,4.0,NaN
210.0,265.0,1.0,4.0,NaN
225.0,265.0,1.0,4.0,NaN
240.0,265.0,1.0,4.0,NaN
255.0,265.0,1.0,4.0,NaN
270.0,265.0,1.0,4.0,NaN
285.0,265.0,1.0,4.0,NaN
300.0,265.0,1.0,4.0,NaN
315.0,265.0,1.0,4.0,NaN
330.0,265.0,1.0,4.0,NaN
345.0,265.0,1.0,4.0,NaN
360.0,265.0,1.0,4.0,NaN
375.0,265.0,1.0,4.0,NaN
390.0,265.0,1.0,4.0,NaN
405.0,265.0,1.0,4.0,NaN
420.0,265.0,1.0,4.0,NaN
435.0,265.0,1.0,4.0,NaN
450.0,265.0,1.0,4.0,NaN
465.0,265.0,1.0,4.0,NaN
480.0,265.0,1.0,4.0,NaN
495.0,265.0,1.0,4.0,NaN
510.0,265.0,1.0,4.0,NaN
525.0,265.0,1.0,4.0,NaN
540.0,265.0,1.0,4.0,NaN
555.0,265.0,1.0,4.0,NaN
570.0,265.0,1.0,4.0,NaN
585.0,265.0,1.0,4.0,NaN
600.0,265.0,1.0,4.0,NaN
615.0,265.0,1.0,4.0,NaN
630.0,265.0,1.0,4.0,NaN
645.0,265.0,1.0,4.0,NaN
660.0,265.0,1.0,4.0,NaN
675.0,265.0,1.0,4.0,NaN
690.0,265.0,1.0,4.0,NaN
705.0,265.0,1.0,4.0,NaN
15.0,259.0,1.0,4.0,57.0
30.0,259.0,1.0,4.0,38.0
45.0,259.0,1.0,4.0,28.0
60.0,259.0,1.0,4.0,16.0
75.0,259.0,1.0,4.0,5.0
90.0,259.0,1.0,4.0,4.0
105.0,259.0,1.0,4.0,0.0
120.0,259.0,1.0,4.0,0.0
135.0,259.0,1.0,4.0,0.0
150.0,259.0,1.0,4.0,0.0
165.0,259.0,1.0,4.0,0.0
180.0,259.0,1.0,4.0,0.0
195.0,259.0,1.0,4.0,0.0
210.0,259.0,1.0,4.0,0.0
225.0,259.0,1.0,4.0,0.0
240.0,259.0,1.0,4.0,0.0
255.0,259.0,1.0,4.0,0.0
270.0,259.0,1.0,4.0,0.0
285.0,259.0,1.0,4.0,0.0
300.0,259.0,1.0,4.0,0.0
315.0,259.0,1.0,4.0,0.0
330.0,259.0,1.0,4.0,0.0
345.0,259.0,1.0,4.0,0.0
360.0,259.0,1.0,4.0,0.0
375.0,259.0,1.0,4.0,0.0
390.0,259.0,1.0,4.0,0.0
405.0,259.0,1.0,4.0,0.0
420.0,259.0,1.0,4.0,0.0
435.0,259.0,1.0,4.0,0.0
450.0,259.0,1.0,4.0,0.0
465.0,259.0,1.0,4.0,0.0
480.0,259.0,1.0,4.0,0.0
495.0,259.0,1.0,4.0,0.0
510.0,259.0,1.0,4.0,0.0
525.0,259.0,1.0,4.0,0.0
540.0,259.0,1.0,4.0,0.0
555.0,259.0,1.0,4.0,0.0
570.0,259.0,1.0,4.0,0.0
585.0,259.0,1.0,4.0,0.0
600.0,259.0,1.0,4.0,0.0
615.0,259.0,1.0,4.0,0.0
630.0,259.0,1.0,4.0,0.0
645.0,259.0,1.0,4.0,0.0
660.0,259.0,1.0,4.0,0.0
675.0,259.0,1.0,4.0,0.0
690.0,259.0,1.0,4.0,0.0
705.0,259.0,1.0,4.0,0.0
15.0,273.0,1.0,4.0,51.0
30.0,273.0,1.0,4.0,28.0
45.0,273.0,1.0,4.0,9.0
60.0,273.0,1.0,4.0,6.0
75.0,273.0,1.0,4.0,12.0
90.0,273.0,1.0,4.0,21.0
105.0,273.0,1.0,4.0,22.0
120.0,273.0,1.0,4.0,16.0
135.0,273.0,1.0,4.0,5.0
150.0,273.0,1.0,4.0,3.0
165.0,273.0,1.0,4.0,0.0
180.0,273.0,1.0,4.0,0.0
195.0,273.0,1.0,4.0,0.0
210.0,273.0,1.0,4.0,0.0
225.0,273.0,1.0,4.0,0.0
240.0,273.0,1.0,4.0,0.0
255.0,273.0,1.0,4.0,0.0
270.0,273.0,1.0,4.0,0.0
285.0,273.0,1.0,4.0,0.0
300.0,273.0,1.0,4.0,0.0
315.0,273.0,1.0,4.0,0.0
330.0,273.0,1.0,4.0,0.0
345.0,273.0,1.0,4.0,0.0
360.0,273.0,1.0,4.0,0.0
375.0,273.0,1.0,4.0,0.0
390.0,273.0,1.0,4.0,0.0
405.0,273.0,1.0,4.0,0.0
420.0,273.0,1.0,4.0,0.0
435.0,273.0,1.0,4.0,0.0
450.0,273.0,1.0,4.0,0.0
465.0,273.0,1.0,4.0,0.0
480.0,273.0,1.0,4.0,0.0
495.0,273.0,1.0,4.0,0.0
510.0,273.0,1.0,4.0,0.0
525.0,273.0,1.0,4.0,0.0
540.0,273.0,1.0,4.0,0.0
555.0,273.0,1.0,4.0,0.0
570.0,273.0,1.0,4.0,0.0
585.0,273.0,1.0,4.0,0.0
600.0,273.0,1.0,4.0,0.0
615.0,273.0,1.0,4.0,0.0
630.0,273.0,1.0,4.0,0.0
645.0,273.0,1.0,4.0,0.0
660.0,273.0,1.0,4.0,0.0
675.0,273.0,1.0,4.0,0.0
690.0,273.0,1.0,4.0,0.0
705.0,273.0,1.0,4.0,0.0
15.0,267.0,1.0,4.0,4.0
30.0,267.0,1.0,4.0,8.0
45.0,267.0,1.0,4.0,10.0
60.0,267.0,1.0,4.0,0.0
75.0,267.0,1.0,4.0,0.0
90.0,267.0,1.0,4.0,0.0
105.0,267.0,1.0,4.0,0.0
120.0,267.0,1.0,4.0,0.0
135.0,267.0,1.0,4.0,0.0
150.0,267.0,1.0,4.0,0.0
165.0,267.0,1.0,4.0,1.0
180.0,267.0,1.0,4.0,2.0
195.0,267.0,1.0,4.0,1.0
210.0,267.0,1.0,4.0,1.0
225.0,267.0,1.0,4.0,2.0
240.0,267.0,1.0,4.0,2.0
255.0,267.0,1.0,4.0,3.0
270.0,267.0,1.0,4.0,3.0
285.0,267.0,1.0,4.0,4.0
300.0,267.0,1.0,4.0,0.0
315.0,267.0,1.0,4.0,0.0
330.0,267.0,1.0,4.0,0.0
345.0,267.0,1.0,4.0,0.0
360.0,267.0,1.0,4.0,0.0
375.0,267.0,1.0,4.0,0.0
390.0,267.0,1.0,4.0,0.0
405.0,267.0,1.0,4.0,0.0
420.0,267.0,1.0,4.0,0.0
